事業單位名稱,違反法令條,違反法規內容,處分書文號,處分日期,罰鍰金額
銓日儀企業有限公司,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表,高市勞條字第10736724600號,1070821,
日有進通運有限公司,勞動基準法第30條第5項,未依規定置備勞工出勤紀錄表,高市勞條字第10732852800號,1070420,
百泉工業股份有限公司,勞動基準法第49條第5項,使妊娠或哺分娩或流產之產假及工資於夜間工作,高市勞條字第10736281200號,1070817,
晉亨興業有限公司,勞動基準法第56條第2項,未依規定提撥其差額，並送事業單位勞工退休準備金監督委員會審議,高市勞條字第10736436200號,1070809,
勤業清潔有限公司,勞動基準法第56條第2項,未依規定提撥其差額，並送事業單位勞工退休準備金監督委員會審議,高市勞條字第10736454700號,1070810,
公準精密工業股份有限公司,勞動基準法第24條,延長工作時間未依規定加給工資,高市勞條字第10736347500號,1070807,
磐飛科技股份有限公司,勞動基準法第24條;勞動基準法第32條第2項;勞動基準法第36條;勞動基準法第38條,延長工作時間未依規定加給工資;延長工作時間超過法令規定;未使勞工每七日中有二日之休息，其中一日為例假，一日為休息日;未依規定給予特別休假,高市勞條字第10736202000號,1070817,
陳庭妤即緝馬灣小吃,勞動基準法第24條;勞動基準法第36條,延長工作時間未依規定加給工資;未使勞工每七日中有二日之休息，其中一日為例假，一日為休息日,高市勞條字第10736181900號,1070822,
常安公寓大廈管理維護有限公司,勞動基準法第24條;勞動基準法第36條;勞動基準法第39條,延長工作時間未依規定加給工資;未使勞工每七日中有二日之休息，其中一日為例假，一日為休息日;假日工資未給或於休假日工作未依規定加給工資,高市勞條字第10736464200號,1070813,
健康快樂食品有限公司,勞動基準法第24條;勞動基準法第38條;勞動基準法第39條,延長工作時間未依規定加給工資;未依規定給予特別休假;假日工資未給或於休假日工作未依規定加給工資,高市勞條字第1073635550A號,1070802,
農生企業股份有限公司,勞動基準法第32條第2項;勞動基準法第34條第2項;勞動基準法第36條,延長工作時間超過法令規定;晝夜輪班制更換工作班次未依規定給予休息;未使勞工每七日中有二日之休息，其中一日為例假，一日為休息日,高市勞條字第10735743900號,1070813,
陳首邑即豐可餘飲料店,勞動基準法第22條第2項;勞動基準法第24條;勞動基準法第36條,工資未全額直接給付勞工;延長工作時間未依規定加給工資;未使勞工每七日中有二日之休息，其中一日為例假，一日為休息日,高市勞條字第10736343500號,1070803,
東京酒場,勞動基準法第24條;勞動基準法第30條第6項;勞動基準法第36條,延長工作時間未依規定加給工資;未逐日記載勞工出勤情形至分鐘為止;未使勞工每七日中有二日之休息，其中一日為例假，一日為休息日,高市勞條字第10733738600號,1070517,
上冠機電工程有限公司,勞動基準法第24條;勞動基準法第30條第6項;勞動基準法第36條,延長工作時間未依規定加給工資;未逐日記載勞工出勤情形至分鐘為止;未使勞工每七日中有二日之休息，其中一日為例假，一日為休息日,高市勞條字第10736120200號,1070817,
陳惠文即旭珈手機平板配件館,勞動基準法第24條;勞動基準法第32條第2項;勞動基準法第36條,延長工作時間未依規定加給工資;延長工作時間超過法令規定;未使勞工每七日中有二日之休息，其中一日為例假，一日為休息日,高市勞條字第10737018200號,1070830,
南藝創意工程股份有限公司,勞動基準法第24條;勞動基準法第36條;勞動基準法第38條,延長工作時間未依規定加給工資;未使勞工每七日中有二日之休息，其中一日為例假，一日為休息日;未依規定給予特別休假,高市勞條字第10736437100號,1070810,
香瑧小吃店,勞動基準法第24條;勞動基準法第36條;勞動基準法第39條,延長工作時間未依規定加給工資;未使勞工每七日中有二日之休息，其中一日為例假，一日為休息日;假日工資未給或於休假日工作未依規定加給工資,高市勞條字第10735936400號,1070829,
大樂停車場有限公司,勞動基準法第24條;勞動基準法第36條;勞動基準法第39條,延長工作時間未依規定加給工資;未使勞工每七日中有二日之休息，其中一日為例假，一日為休息日;假日工資未給或於休假日工作未依規定加給工資,高市勞條字第10733153500號,1070529,
欣忠奇食品有限公司,勞動基準法第21條第1項;勞動基準法第23條第2項,未達基本工資;未依規定置備勞工工資清冊,高市勞條字第10736182400號,1070817,
余蓁有限公司,勞動基準法第21條第1項;勞動基準法第24條,未達基本工資;延長工作時間未依規定加給工資,高市勞條字第10735991100號,1070809,
魏聖安即三味珍小卷米粉,勞動基準法第21條第1項;勞動基準法第30條第6項,未達基本工資;未逐日記載勞工出勤情形至分鐘為止,高市勞條字第10735915800號,1070809,
奇昱鋼鐵股份有限公司,勞動基準法第22條第2項;勞動基準法第32條第2項,工資未全額直接給付勞工;延長工作時間超過法令規定,高市勞條字第10736457500號,1070814,
絕對生活股份有限公司,勞動基準法第22條第2項;勞動基準法第70條,工資未全額直接給付勞工;工作規則未依規定報備並公告揭示,高市勞條字第10735118600號,1070801,
葉發欉,勞動基準法第23條第2項;勞動基準法第30條第5項,未依規定置備勞工工資清冊;未依規定置備勞工出勤紀錄表,高市勞條字第10736611900號,1070827,
百州機電有限公司,勞動基準法第23條第2項;勞動基準法第30條第6項,未依規定置備勞工工資清冊;未逐日記載勞工出勤情形至分鐘為止,高市勞條字第10736428200號,1070809,
華勵國際文創股份有限公司,勞動基準法第23條第2項;勞動基準法第36條,未依規定置備勞工工資清冊;未使勞工每七日中有二日之休息，其中一日為例假，一日為休息日,高市勞條字第10736412800號,1070807,
陳博淵即欣榮髮型工作坊,勞動基準法第24條;勞動基準法第30條第6項,延長工作時間未依規定加給工資;未逐日記載勞工出勤情形至分鐘為止,高市勞條字第10736413600號,1070806,
雄順金屬股份有限公司,勞動基準法第24條;勞動基準法第32條第1項,延長工作時間未依規定加給工資;延長工作時間不符法定要件,高市勞條字第10736207000號,1070809,
陳惠文即旭加手機平板配件館,勞動基準法第24條;勞動基準法第32條第2項,延長工作時間未依規定加給工資;延長工作時間超過法令規定,高市勞條字第10737018100號,1070830,
先鋒公寓大廈管理維護股份有限公司,勞動基準法第24條;勞動基準法第36條,延長工作時間未依規定加給工資;未使勞工每七日中有二日之休息，其中一日為例假，一日為休息日,高市勞條字第10736162600號,1070816,
迪泰工程有限公司,勞動基準法第24條;勞動基準法第36條,延長工作時間未依規定加給工資;未使勞工每七日中有二日之休息，其中一日為例假，一日為休息日,高市勞條字第10737030400號,1070829,
三鷹地板有限公司,勞動基準法第24條;勞動基準法第36條,延長工作時間未依規定加給工資;未使勞工每七日中有二日之休息，其中一日為例假，一日為休息日,高市勞條字第10734548500號,1070625,
惠民製藥股份有限公司,勞動基準法第24條;勞動基準法第38條,延長工作時間未依規定加給工資;未依規定給予特別休假,高市勞條字第10736275300號,1070820,
潘依倫即鑫技髮型工作坊,勞動基準法第30條第6項;勞動基準法第36條,未逐日記載勞工出勤情形至分鐘為止;未使勞工每七日中有二日之休息，其中一日為例假，一日為休息日,高市勞條字第10736355100號,1070801,
鳳東路加油站有限公司,勞動基準法第30條第6項;勞動基準法第36條,未逐日記載勞工出勤情形至分鐘為止;未使勞工每七日中有二日之休息，其中一日為例假，一日為休息日,高市勞條字第10735757900號,1070801,
聰鎰企業有限公司,勞動基準法第32條第2項,延長工作時間超過法令規定,高市勞條字第10736084600號,1070801,
漢林環保科技股份有限公司,勞動基準法第32條第2項,延長工作時間超過法令規定,高市勞條字第10736219100號,1070822,
澄清湖加油站股份有限公司,勞動基準法第32條第2項;勞動基準法第36條,延長工作時間超過法令規定;未使勞工每七日中有二日之休息，其中一日為例假，一日為休息日,高市勞條字第10735388900號,1070801,
東濬營造有限公司,勞動基準法第32條第2項;勞動基準法第36條,延長工作時間超過法令規定;未使勞工每七日中有二日之休息，其中一日為例假，一日為休息日,高市勞條字第10736153600號,1070807,
東順交通運輸股份有限公司,勞動基準法第32條第2項;勞動基準法第36條,延長工作時間超過法令規定;未使勞工每七日中有二日之休息，其中一日為例假，一日為休息日,高市勞條字第10736729500號,1070820,
漢華商務旅館,勞動基準法第36條,未使勞工每七日中有二日之休息，其中一日為例假，一日為休息日,高市勞條字第10735316600號,1070710,
陳亭境即上陞商務旅館,勞動基準法第36條;勞動基準法第39條,未使勞工每七日中有二日之休息，其中一日為例假，一日為休息日;假日工資未給或於休假日工作未依規定加給工資,高市勞條字第10736720300號,1070821,
莊瑞榮即安康藥師藥局,勞動基準法第36條;勞動基準法第39條,未使勞工每七日中有二日之休息，其中一日為例假，一日為休息日;假日工資未給或於休假日工作未依規定加給工資,高市勞條字第10736269500號,1070829,
加發氣體有限公司,勞動基準法第80條,拒絕、規避或阻撓勞工檢查員依法執行職務,高市勞條字第10736324400號,1070802,
汎亞漁業股份有限公司,勞動基準法第80條,拒絕、規避或阻撓勞工檢查員依法執行職務,高市勞條字第10736437200號,1070807,
順升昌企業股份有限公司,勞動基準法第21條第1項,未達基本工資,高市勞條字第10735762100號,1070801,
鴻信實業股份有限公司,勞動基準法第21條第1項,未達基本工資,高市勞條字第10735261600號,1070802,
中華警安保全股份有限公司,勞動基準法第21條第1項,未達基本工資,高市勞條字第10736107400號,1070807,
創友春網業有限公司,勞動基準法第21條第1項,未達基本工資,高市勞條字第10736434200號,1070808,
江重輝即泉松飲料店,勞動基準法第21條第1項,未達基本工資,高市勞條字第10736153200號,1070809,
鄭家益即泓毅機車行,勞動基準法第23條第2項,未依規定置備勞工工資清冊,高市勞條字第10736119800號,1070807,
大連化學工業股份有限公司,勞動基準法第24條,延長工作時間未依規定加給工資,高市勞條字第10735747200號,1070802,
日貿精密工具有限公司,勞動基準法第24條,延長工作時間未依規定加給工資,高市勞條字第10735262300號,1070803,
高雄市私立教育之心幼兒園,勞動基準法第24條,延長工作時間未依規定加給工資,高市勞條字第10735538000號,1070809,
吳典祐即高應大飲料店,勞動基準法第24條,延長工作時間未依規定加給工資,高市勞條字第10736470400號,1070810,
佐佐義美食館,勞動基準法第24條,延長工作時間未依規定加給工資,高市勞條字第10736182300號,1070813,
周菀楹即自由冷飲店,勞動基準法第24條,延長工作時間未依規定加給工資,高市勞條字第10736206900號,1070816,
新高鳳醫院,勞動基準法第24條,延長工作時間未依規定加給工資,高市勞條字第10736275500號,1070817,
周蕙蘋即左大企業社,勞動基準法第24條,延長工作時間未依規定加給工資,高市勞條字第10736263200號,1070820,
高雄市私立慈融老人長期照顧中心（養護型）,勞動基準法第24條,延長工作時間未依規定加給工資,高市勞條字第10736528500號,1070820,
賴啓仁即二聖診所,勞動基準法第24條,延長工作時間未依規定加給工資,高市勞條字第10736261400號,1070823,
大榮汽車貨運股份有限公司,勞動基準法第24條,延長工作時間未依規定加給工資,高市勞條字第10736162700號,1070823,
李瑞峯即禾順復健科診所,勞動基準法第24條,延長工作時間未依規定加給工資,高市勞條字第10736513800號,1070829,
許瀞文,勞動基準法第30條第6項,未逐日記載勞工出勤情形至分鐘為止,高市勞條字第10735262500號,1070801,
朱日剛即柯達行,勞動基準法第30條第6項,未逐日記載勞工出勤情形至分鐘為止,高市勞條字第10735762300號,1070803,
黃智興即黃智興診所,勞動基準法第30條第6項,未逐日記載勞工出勤情形至分鐘為止,高市勞條字第10736524000號,1070823,
黃建華即灣角部屋企業社,勞動基準法第30條第6項,未逐日記載勞工出勤情形至分鐘為止,高市勞條字第10736789800號,1070823,
台灣愛德克股份有限公司,勞動基準法第30條第6項,未逐日記載勞工出勤情形至分鐘為止,高市勞條字第10736513500號,1070827,
鋐利工程有限公司,勞動基準法第30條第6項,未逐日記載勞工出勤情形至分鐘為止,高市勞條字第10737023500號,1070827,
高雄市私立容安老人長期照顧中心(養護型),勞動基準法第30條第6項,未逐日記載勞工出勤情形至分鐘為止,高市勞條字第10736115000號,1070829,
高雄市私立泰和老人養護中心,勞動基準法第32條第2項,延長工作時間超過法令規定,高市勞條字第10736513600號,1070820,
吳昆哲婦產小兒科醫院,勞動基準法第34條第2項,晝夜輪班制更換工作班次未依規定給予休息,高市勞條字第10736405000號,1070807,
新高雄有線電視股份有限公司,勞動基準法第34條第2項,晝夜輪班制更換工作班次未依規定給予休息,高市勞條字第10736281300號,1070822,
米狄亞國際有限公司,勞動基準法第36條,未使勞工每七日中有二日之休息，其中一日為例假，一日為休息日,高市勞條字第10735919100號,1070802,
泉佑科技有限公司,勞動基準法第36條,未使勞工每七日中有二日之休息，其中一日為例假，一日為休息日,高市勞條字第10736732900號,1070820,
慢半拍工作室,勞動基準法第36條,未使勞工每七日中有二日之休息，其中一日為例假，一日為休息日,高市勞條字第10734823400號,1070702,
佳立健康復之家,勞動基準法第36條,未使勞工每七日中有二日之休息，其中一日為例假，一日為休息日,高市勞條字第10734468200號,1070706,
譽昌機械股份有限公司,勞動基準法第38條,未依規定給予特別休假,高市勞條字第10735758000號,1070801,
春天通運有限公司,勞動基準法第38條,未依規定給予特別休假,高市勞條字第10736218900號,1070810,
統春實業股份有限公司,勞動基準法第38條,未依規定給予特別休假,高市勞條字第10735919200號,1070815,
上霖精密工業股份有限公司,勞動基準法第38條,未依規定給予特別休假,高市勞條字第10736114900號,1070816,
郭瑞雲即鑫雲工程行,勞動基準法第59條,未依規定給予勞工職業災害補償,高市勞條字第10736445800號,1070809,
